X-coord Y-coord RA Dec p error_p q error_q u error_u mag error_mag Theta
251.1 843.4 51.28221 34.20299 0.00828 0.00446 -0.00638 0.00338 0.00528 0.00567 14.71255 0.02758 1.2253
108.6 343.5 51.30121 34.26156 0.02993 0.02672 -0.02247 0.01664 -0.01977 0.03577 17.01256 0.10963 -1.21
537.3 1854.2 51.24291 34.0832 0.00515 0.00394 0.00372 0.00344 0.00355 0.00442 14.66005 0.02722 0.3811
1384.2 1229.8 51.12129 34.15656 0.00738 0.00471 0.00548 0.00521 -0.00495 0.00401 14.94845 0.02928 -0.3673
804.1 511.1 51.20314 34.24196 0.00482 0.00849 -0.00241 0.00824 0.00417 0.00857 15.79588 0.04333 1.0474
1222.8 1681.3 51.14482 34.10303 0.00782 0.0044 0.00245 0.00486 -0.00743 0.00434 15.00873 0.02981 -0.6263
1560.2 1310.2 51.09603 34.14674 0.01308 0.00961 0.01255 0.00984 -0.00368 0.00637 15.62997 0.0394 -0.1425
105.6 405.5 51.30179 34.25431 0.01819 0.02314 0.00131 0.01103 -0.01814 0.02319 16.39947 0.06697 -0.7493
146.1 1686.9 51.29826 34.10334 0.00518 0.00846 -0.00495 0.00743 0.00155 0.01547 15.82891 0.04468 1.4194
1474.7 1615.9 51.10857 34.11044 0.00072 0.00653 0.00025 0.00824 0.00068 0.00626 15.49728 0.03664 0.6103
670.2 1940.4 51.22403 34.0728 0.01189 0.03274 -0.00941 0.03065 0.00726 0.03599 17.58916 0.1765 1.2423
137.8 1938.6 51.29966 34.07344 0.5647 0.00423 0.00582 0.00423 -0.56467 0.00423 14.50959 0.02654 -0.7802
1201.0 1264.6 51.14762 34.15266 0.01835 0.02036 0.01316 0.02188 0.01279 0.01861 17.02045 0.10959 0.3855
513.2 1674.1 51.2462 34.10466 0.01427 0.00852 0.01336 0.0081 0.00502 0.01103 15.85705 0.04513 0.1797
374.1 1716.2 51.266 34.09975 0.03403 0.02059 0.03302 0.0197 0.00824 0.03169 17.10882 0.1185 0.1223
1272.4 1697.7 51.13772 34.101 0.0145 0.02158 -0.01408 0.02175 -0.00346 0.01847 16.99807 0.10759 -1.4504
1797.1 378.6 51.06067 34.25675 0.01059 0.00597 0.01059 0.00597 0.0001 0.00348 14.7555 0.02789 0.0047
331.8 1449.6 51.27171 34.13142 0.00265 0.01004 -0.00052 0.00624 0.00259 0.01016 15.57845 0.03829 0.885
1349.3 1676.2 51.12664 34.10345 0.03169 0.02191 -0.02939 0.02247 -0.01185 0.01806 17.0128 0.10891 -1.3792
743.9 428.8 51.21153 34.25164 0.00997 0.00275 -0.00537 0.00257 0.0084 0.00282 14.14947 0.02523 1.0697
318.0 871.1 51.2728 34.19973 0.00217 0.00502 -0.00183 0.00418 0.00117 0.00666 15.02253 0.03002 1.2872
1217.6 852.1 51.14472 34.2015 0.01564 0.02277 0.00061 0.02773 0.01563 0.02277 17.229 0.13064 0.7659
329.2 1316.8 51.27191 34.14714 0.01159 0.00443 0.00618 0.00315 -0.0098 0.00485 14.58408 0.02684 -0.5042
1377.9 727.6 51.12154 34.21606 0.03625 0.01905 0.01561 0.02495 0.03272 0.01743 16.94189 0.10302 0.5629
322.7 545.4 51.27148 34.23799 0.04117 0.01257 0.02295 0.00854 -0.03419 0.014 15.98312 0.04918 -0.4898
1912.8 621.6 51.04437 34.22791 0.04097 0.03081 -0.0288 0.04002 0.02914 0.01767 17.01454 0.11076 1.1752
1727.2 1281.4 51.07193 34.1499 0.04005 0.02785 0.03956 0.02808 -0.00626 0.01574 16.86515 0.09711 -0.0785
1406.4 1187.5 51.11805 34.16156 0.08947 0.04375 -0.08945 0.04376 0.0019 0.03123 17.86292 0.22117 1.5602
